ACCT_NO,0
41120159,0
41187708,0
41537121,0
41698807,0
41806132,0
42434249,0
42542747,0
42562013,0
42666133,0
42767209,0
42864157,0
43375506,0
43381120,0
43497480,0
43609572,0
43639456,0
43725975,0
44068556,0
45277724,0
45522979,0
45545743,0
45710408,0
45714321,0
45714541,0
45748794,0
46147546,0
46166927,0
46179196,0
46183971,0
46417174,0
46418165,0
46434609,0
46591045,0
46723024,0
46723842,0
46727039,0
46734306,0
46766470,0
46766753,0
46843984,0
46854425,0
46858714,0
46865613,0
46872944,0
46875619,0
46882835,0
46888508,0
46893900,0
46913312,0
46966999,0
47031668,0
47139211,0
47185447,0
47187749,0
47187749,0
47289572,0
47295090,0
47307236,0
47356183,0
47368731,0
47408554,0
47481156,0
47499067,0
47526393,0
47535041,0
47594423,0
47595377,0
47597649,0
47614074,0
47625930,0
47628076,0
47645547,0
47748367,0
47749254,0
47782146,0
47832425,0
47840261,0
47945462,0
47959006,0
48078778,0
48265597,0
48308954,0
48400027,0
48402208,0
48449147,0
48497690,0
48504610,0
48529832,0
48558792,0
48561547,0
48581618,0
48658967,0
48663650,0
48666081,0
48679145,0
48687842,0
48764168,0
48766226,0
48773817,0
48776592,0
48795169,0
48826434,0
48864200,0
48902972,0
48942006,0
49005523,0
49009470,0
49038473,0
49041247,0
49041394,0
49044270,0
49056470,0
49064678,0
49151701,0
49170569,0
49183139,0
49200961,0
49201466,0
49227551,0
49263644,0
49301087,0
49437390,0
49561092,0
49567161,0
49600275,0
49608042,0
49767658,0
49840734,0
49865178,0
49883900,0
50031904,0
50038856,0
50061743,0
50097144,0
50207413,0
50246665,0
50347611,0
50348120,0
50360386,0
50485382,0
50520344,0
50521675,0
50536950,0
50556541,0
50559263,0
50633256,0
50650216,0
50650223,0
50650523,0
50650548,0
50650932,0
50650986,0
50651047,0
50651527,0
50651646,0
50651846,0
50652466,0
50652577,0
50652971,0
50653064,0
50653900,0
50654260,0
50656122,0
50656861,0
50657407,0
50658831,0
50660266,0
50668850,0
50668919,0
50669400,0
50669954,0
50670258,0
50671114,0
50671788,0
50672349,0
50673176,0
50673363,0
50673796,0
50675902,0
50678654,0
50684813,0
50686105,0
50687831,0
50688894,0
50690289,0
50690905,0
50691294,0
50692950,0
50694940,0
50696505,0
50706371,0
50707131,0
50707310,0
50707383,0
50708125,0
50708389,0
50711058,0
50712435,0
50712703,0
50729070,0
50780359,0
50780753,0
50781034,0
50781528,0
50781799,0
50782274,0
50783054,0
50796543,0
50797109,0
50797416,0
50797442,0
50797745,0
50797944,0
50798325,0
50798696,0
50798992,0
50799176,0
50800394,0
50800444,0
50800697,0
50800712,0
50800729,0
50801156,0
50801267,0
50801547,0
50815728,0
50816091,0
50816679,0
50816701,0
50817246,0
50819142,0
50819712,0
50820426,0
50820874,0
50825281,0
50828743,0
50830947,0
50833562,0
50834025,0
50834130,0
50834206,0
50834490,0
50834815,0
50834869,0
50835593,0
50835858,0
50835970,0
50836906,0
50837537,0
50837958,0
50838045,0
50838077,0
50839094,0
50839292,0
50840295,0
50840770,0
50840806,0
50842658,0
50851742,0
50852203,0
50852307,0
50852312,0
50852429,0
50852497,0
50852870,0
50852912,0
50852916,0
50853227,0
50853363,0
50853603,0
50853861,0
50854006,0
50854132,0
50854722,0
50854762,0
50854993,0
50855049,0
50855171,0
50855246,0
50855880,0
50855909,0
50855962,0
50856313,0
50857001,0
50857145,0
50857385,0
50857946,0
50858064,0
50858135,0
50858418,0
50858753,0
50860562,0
50861152,0
50875332,0
50920042,0
50920444,0
50920589,0
50921151,0
50921158,0
50921262,0
50921816,0
50922235,0
50922544,0
50922977,0
50923390,0
50923437,0
50924547,0
50925488,0
50925594,0
50925777,0
50925873,0
50925916,0
50925965,0
50926019,0
50926055,0
50926133,0
50926280,0
50926319,0
50926386,0
50926437,0
50926473,0
50926715,0
50926911,0
50926969,0
50927012,0
50927440,0
50927599,0
50927604,0
50927790,0
50928015,0
50928866,0
50929703,0
50939604,0
50939656,0
50939913,0
50940094,0
50940167,0
50940353,0
50940463,0
50940590,0
50940632,0
50940655,0
50940876,0
50941019,0
50941443,0
50941550,0
50941688,0
50941692,0
50941900,0
50942121,0
50942281,0
50942335,0
50942442,0
50942572,0
50942966,0
50943044,0
50943119,0
50943178,0
50943281,0
50943459,0
50943488,0
50943552,0
50943940,0
50944032,0
50944226,0
50944324,0
50944461,0
50944885,0
50946237,0
50946264,0
50946397,0
50947975,0
50950141,0
50957865,0
50958166,0
50958352,0
50958784,0
50958939,0
50958967,0
50959313,0
50959670,0
50959727,0
50959852,0
50960569,0
50960580,0
50960841,0
50960904,0
50961735,0
50961867,0
50962010,0
50963012,0
50963523,0
50964738,0
50964866,0
50965592,0
50966231,0
50968555,0
50976370,0
50976945,0
50977158,0
50977230,0
50977908,0
50977965,0
50978036,0
50978164,0
50978490,0
50979213,0
50979282,0
50979332,0
50979653,0
50980403,0
50980746,0
50981366,0
50981545,0
50982343,0
50982358,0
50982516,0
50982740,0
50983331,0
50983576,0
50983782,0
50983891,0
50984111,0
50984307,0
50984992,0
50985951,0
50995206,0
50995227,0
50995618,0
50995686,0
50995707,0
50995869,0
50995872,0
50996186,0
50997078,0
50997661,0
50997812,0
50997840,0
50998428,0
50998830,0
50999005,0
50999691,0
50999740,0
51000083,0
51000922,0
51000959,0
51001430,0
51002425,0
51002433,0
51005942,0
51041351,0
51063047,0
51063746,0
51063770,0
51063808,0
51063817,0
51064100,0
51064199,0
51064225,0
51064583,0
51064709,0
51065035,0
51065096,0
51065317,0
51065678,0
51065886,0
