accountType|accountNumber|seniorAccountNumber|invoice_no|bill_date|debit|credit
A3|44071244|44071243|867716301|2017-06-06|5.95|5.95
A3|44071244|44071243|867717392|2017-06-06|5.95|5.95
A3|44071244|44071243|867717638|2017-06-06|5.95|5.95
A3|44071244|44071243|867718023|2017-06-06|5.95|5.95
A3|44071244|44071243|867718331|2017-06-06|5.95|5.95
A3|44071244|44071243|867718891|2017-06-06|5.95|5.95
A3|44071244|44071243|869296440|2017-06-08|5.95|5.95
A3|44071244|44071243|869450665|2017-06-08|100|100
A3|44071244|44071243|869452184|2017-06-08|5.95|5.95
A3|44071244|44071243|869453930|2017-06-08|5.95|5.95
A3|44071244|44071243|869464580|2017-06-08|5.95|5.95
A3|44071244|44071243|870360979|2017-06-09|5.95|5.95
A2|41271709|41271708|826662742|2017-04-18|0|0
A2|41271709|41271708|849039054|2017-05-18|0|0
A2|44084552|44084551|823718880|2017-04-16|0|0
A2|44084552|44084551|847444870|2017-05-16|0|0
A2|42327937|42327936|832156423|2017-04-28|0|0
A2|42327937|42327936|858705083|2017-05-28|0|0
A2|44084772|44084771|823719079|2017-04-16|0|0
A2|44084772|44084771|847444903|2017-05-16|0|0
A2|41271767|41271766|826662760|2017-04-18|15|15
A2|41271767|41271766|849039068|2017-05-18|15|15
A2|42328264|42328263|832156468|2017-04-28|0|0
A2|42328264|42328263|858705120|2017-05-28|0|0
A3|44086088|44086086|866904069|2017-06-05|5.95|5.95
A3|44086088|44086086|866904704|2017-06-05|5.95|5.95
A3|44086088|44086086|866905217|2017-06-05|5.95|5.95
A3|44086088|44086086|867343439|2017-06-06|2.03|2.03
A3|44086088|44086086|869200143|2017-06-08|5.95|5.95
A3|44086088|44086086|869203487|2017-06-08|5.95|5.95
A3|44086088|44086086|869206542|2017-06-08|5.95|5.95
A3|44086088|44086086|870317138|2017-06-09|7.86|7.86
A3|44086088|44086086|870345379|2017-06-09|5.95|5.95
A3|44086088|44086086|870345991|2017-06-09|5.95|5.95
A3|44086088|44086086|870346427|2017-06-09|5.95|5.95
A2|44086316|44086315|823721943|2017-04-16|0|0
A2|44086316|44086315|847445573|2017-05-16|0|0
A2|44089645|44089644|823723899|2017-04-16|0|0
A2|44089645|44089644|847446015|2017-05-16|0|0
A2|44098411|44098410|826064881|2017-04-17|0|0
A2|44098411|44098410|848210189|2017-05-17|0|0
A2|42328480|42328479|832156511|2017-04-28|0|0
A2|42328480|42328479|858705156|2017-05-28|0|0
A2|43169886|43169885|827489653|2017-04-19|0|0
A2|43169886|43169885|849966334|2017-05-19|0|0
A2|44086086|44086085|823721419|2017-04-16|25|25
A2|44086086|44086085|847445487|2017-05-16|25|25
A2|43170336|43170335|827489704|2017-04-19|0|0
A2|43170336|43170335|849966384|2017-05-19|0|0
A3|44089646|44089645|866766607|2017-06-05|7.86|7.86
A3|44089646|44089645|867384597|2017-06-06|6.5|6.5
A3|44089646|44089645|870289347|2017-06-09|6.5|6.5
A3|44089646|44089645|870369622|2017-06-09|6.5|6.5
A2|42328693|42328692|832156535|2017-04-28|0|0
A2|42328693|42328692|858705170|2017-05-28|0|0
A3|42328694|42328693|866927599|2017-06-05|6.45|6.45
A3|42328694|42328693|867783072|2017-06-06|5.95|5.95
A3|42328694|42328693|868639914|2017-06-07|6.45|6.45
A3|42328694|42328693|869532230|2017-06-08|100|100
A3|42328694|42328693|869532274|2017-06-08|6.45|6.45
A3|42328694|42328693|870370500|2017-06-09|6.45|6.45
A2|43542382|43542381|812358761|2017-04-13|0|0
A2|43542382|43542381|844663922|2017-05-13|0|0
A3|44099317|44099316|867794496|2017-06-06|2.03|2.03
A3|44099317|44099316|868496387|2017-06-07|2.03|2.03
A3|44099317|44099316|868642728|2017-06-07|5.95|5.95
A3|44099317|44099316|870336572|2017-06-09|5.95|5.95
A3|44100958|44100957|866828062|2017-06-05|6.52|6.52
A2|43170903|43170902|827489739|2017-04-19|0|0
A2|43170903|43170902|849966429|2017-05-19|0|0
A2|43542453|43542452|812358799|2017-04-13|0|0
A2|43542453|43542452|844663939|2017-05-13|0|0
A2|44101252|44101251|826067839|2017-04-17|0|0
A2|44101252|44101251|848210981|2017-05-17|0|0
A2|43542737|43542735|812358916|2017-04-13|0|0
A2|43542737|43542735|844663987|2017-05-13|0|0
A3|44143902|44143901|869538266|2017-06-08|6.45|6.45
A2|44143901|44143900|828853247|2017-04-21|0|0
A2|44143901|44143900|851663155|2017-05-21|0|0
A2|43542801|43542800|812359008|2017-04-13|0|0
A2|43542801|43542800|844664024|2017-05-13|0|0
A3|43542934|43542933|866898246|2017-06-05|7.17|7.17
A3|43542934|43542933|866938003|2017-06-05|2.77|2.77
A3|43542934|43542933|866938133|2017-06-05|3.44|3.44
A3|43542934|43542933|867781809|2017-06-06|399|399
A3|43542934|43542933|868646297|2017-06-07|4.38|4.38
A3|43542934|43542933|868651104|2017-06-07|7.17|7.17
A3|43542934|43542933|868651952|2017-06-07|7.17|7.17
A3|43542934|43542933|869530358|2017-06-08|3.32|3.32
A3|43542934|43542933|869532346|2017-06-08|3.46|3.46
A2|42028260|42028258|808736864|2017-04-08|0|0
A2|42028260|42028258|837104659|2017-05-08|0|0
A2|42028260|42028258|868724064|2017-06-08|0|0
A2|42028347|42028346|808736888|2017-04-08|0|0
A2|42028347|42028346|837104686|2017-05-08|0|0
A2|42028347|42028346|868724081|2017-06-08|0|0
A2|43542933|43542932|812359081|2017-04-13|0|0
A2|43542933|43542932|844664052|2017-05-13|0|0
A3|42028261|42028260|868724066|2017-06-08|0|0
A3|42028348|42028347|868724089|2017-06-08|0|0
A2|44150770|44150769|829379444|2017-04-22|0|0
A2|44150770|44150769|852473550|2017-05-22|0|0
A2|43543456|43543455|812359365|2017-04-13|0|0
A2|43543456|43543455|844664154|2017-05-13|0|0
A2|42029854|42029853|808736941|2017-04-08|0|0
A2|42029854|42029853|837104727|2017-05-08|0|0
A2|42029854|42029853|868724126|2017-06-08|0|0
A3|42029856|42029854|868724131|2017-06-08|0|0
A3|44150771|44150770|866855798|2017-06-05|6.61|6.61
A3|44150771|44150770|866874832|2017-06-05|6.83|6.83
A3|44150771|44150770|866930546|2017-06-05|6.52|6.52
A3|44150771|44150770|866931783|2017-06-05|6.83|6.83
A3|44150771|44150770|866932895|2017-06-05|8.15|8.15
A3|44150771|44150770|866933931|2017-06-05|6.52|6.52
A3|44150771|44150770|866935224|2017-06-05|4.16|4.16
A3|44150771|44150770|866936771|2017-06-05|4.16|4.16
A3|44150771|44150770|866937395|2017-06-05|6.52|6.52
A3|44150771|44150770|866937466|2017-06-05|6.52|6.52
A3|44150771|44150770|866937632|2017-06-05|6.83|6.83
A3|44150771|44150770|866937685|2017-06-05|4.02|4.02
A3|44150771|44150770|867709241|2017-06-06|4.02|4.02
A3|44150771|44150770|867710712|2017-06-06|6.83|6.83
A3|44150771|44150770|867712036|2017-06-06|4.3|4.3
A3|44150771|44150770|867713845|2017-06-06|490|490
A3|44150771|44150770|867714580|2017-06-06|13.64|13.64
A3|44150771|44150770|868534334|2017-06-07|6.52|6.52
A3|44150771|44150770|868534607|2017-06-07|4.02|4.02
A3|44150771|44150770|868534951|2017-06-07|6.52|6.52
A3|44150771|44150770|868535407|2017-06-07|7.86|7.86
A3|44150771|44150770|868536065|2017-06-07|7.38|7.38
A3|44150771|44150770|868536811|2017-06-07|6.52|6.52
A3|44150771|44150770|868538020|2017-06-07|6.83|6.83
A3|44150771|44150770|868540501|2017-06-07|7.86|7.86
A3|44150771|44150770|868541794|2017-06-07|6.52|6.52
A3|44150771|44150770|868542873|2017-06-07|12.77|12.77
A3|44150771|44150770|868543684|2017-06-07|6.6|6.6
A3|44150771|44150770|868544214|2017-06-07|6.52|6.52
A3|44150771|44150770|868544875|2017-06-07|6.61|6.61
A3|44150771|44150770|868545559|2017-06-07|6.6|6.6
A3|44150771|44150770|868546800|2017-06-07|7.17|7.17
A3|44150771|44150770|868548006|2017-06-07|6.83|6.83
A3|44150771|44150770|868548471|2017-06-07|7.17|7.17
A3|44150771|44150770|868554300|2017-06-07|6.61|6.61
A3|44150771|44150770|868555373|2017-06-07|6.83|6.83
A3|44150771|44150770|868556630|2017-06-07|6.52|6.52
A3|44150771|44150770|868557336|2017-06-07|8.01|8.01
A3|44150771|44150770|868558238|2017-06-07|4.3|4.3
A3|44150771|44150770|868559027|2017-06-07|9.5|9.5
A3|44150771|44150770|869450519|2017-06-08|7.17|7.17
A3|44150771|44150770|869451665|2017-06-08|6.61|6.61
A3|44150771|44150770|869452419|2017-06-08|6.83|6.83
A3|44150771|44150770|869453828|2017-06-08|4.16|4.16
A3|44150771|44150770|869455113|2017-06-08|6.61|6.61
A3|44150771|44150770|869456181|2017-06-08|9.99|9.99
A3|44150771|44150770|869456971|2017-06-08|6.52|6.52
A3|44150771|44150770|869495377|2017-06-08|7.52|7.52
A3|44150771|44150770|870315680|2017-06-09|10.3|10.3
A3|44150771|44150770|870318378|2017-06-09|11.84|11.84
A3|44150771|44150770|870319339|2017-06-09|6.61|6.61
A3|44150771|44150770|870320235|2017-06-09|6.61|6.61
A3|44150771|44150770|870321505|2017-06-09|4.3|4.3
A3|44150771|44150770|870322187|2017-06-09|6.61|6.61
A3|44150771|44150770|870322742|2017-06-09|6.52|6.52
A3|44150771|44150770|870323810|2017-06-09|6.52|6.52
A3|44150771|44150770|870324071|2017-06-09|4.3|4.3
A3|44150771|44150770|870325165|2017-06-09|6.52|6.52
A3|44150771|44150770|870326052|2017-06-09|6.52|6.52
A3|44150771|44150770|870327285|2017-06-09|6.52|6.52
A3|44150771|44150770|870328195|2017-06-09|9.99|9.99
A2|43545535|43545534|812359607|2017-04-13|0|0
A2|43545535|43545534|844664261|2017-05-13|0|0
A2|44162062|44162061|830067794|2017-04-23|0|0
A2|44162062|44162061|853311557|2017-05-23|0|0
A3|42038601|42038600|869582571|2017-06-09|0|0
A2|41302035|41302034|828021316|2017-04-20|0|0
A2|41302035|41302034|850771544|2017-05-20|0|0
A2|42068745|42068744|809339686|2017-04-11|0|0
A2|42068745|42068744|841539142|2017-05-11|0|0
A2|42068745|42068744|871282573|2017-06-11|0|0
A3|42068746|42068745|871282577|2017-06-11|0|0
A2|44366445|44366444|832161572|2017-04-28|0|0
A2|44366445|44366444|858709939|2017-05-28|0|0
A2|43553358|43553357|814761873|2017-04-14|0|0
A2|43553358|43553357|845573767|2017-05-14|0|0
A2|44368848|44368847|832162042|2017-04-28|0|0
A2|44368848|44368847|858710326|2017-05-28|0|0
A2|42069078|42069077|809339784|2017-04-11|0|0
A2|42069078|42069077|841539376|2017-05-11|0|0
A2|42069078|42069077|871282698|2017-06-11|0|0
A2|43553638|43553637|814762070|2017-04-14|0|0
A2|43553638|43553637|845573795|2017-05-14|0|0
A2|44394431|40918967|832420452|2017-04-29|0|0
A2|44394431|40918967|859755313|2017-05-29|0|0
A2|43553674|43553673|814762085|2017-04-14|0|0
A2|43553674|43553673|845573798|2017-05-14|0|0
A2|41307694|41307693|828021494|2017-04-20|0|0
A2|41307694|41307693|850771693|2017-05-20|0|0
A2|43553706|43553704|814762139|2017-04-14|0|0
A2|43553706|43553704|845573804|2017-05-14|0|0
A3|42069079|42069078|871282700|2017-06-11|0|0
A2|44394432|44394431|832420454|2017-04-29|0|0
A2|44394432|44394431|859755315|2017-05-29|0|0
A3|44403366|44403363|870336177|2017-06-09|5.95|5.95
A2|44418804|44418802|832633944|2017-04-30|0|0
A2|44418804|44418802|860673858|2017-05-30|0|0
A2|43554259|43554258|814762337|2017-04-14|0|0
A2|43554259|43554258|845573837|2017-05-14|0|0
A3|44418922|44418921|866446985|2017-06-05|22.75|22.75
A3|44418922|44418921|866496441|2017-06-05|22.75|22.75
A3|44418922|44418921|866666736|2017-06-05|5.95|5.95
A3|44418922|44418921|866686030|2017-06-05|22.75|22.75
A3|44418922|44418921|866699000|2017-06-05|5.95|5.95
A3|44418922|44418921|866703225|2017-06-05|5.95|5.95
A3|44418922|44418921|866705172|2017-06-05|5.95|5.95
A3|44418922|44418921|866715582|2017-06-05|5.95|5.95
A3|44418922|44418921|866718085|2017-06-05|5.95|5.95
A3|44418922|44418921|866728029|2017-06-05|5.95|5.95
A3|44418922|44418921|866732489|2017-06-05|5.95|5.95
A3|44418922|44418921|866733938|2017-06-05|5.95|5.95
A3|44418922|44418921|866734867|2017-06-05|5.95|5.95
A3|44418922|44418921|866784221|2017-06-05|5.95|5.95
A3|44418922|44418921|866790328|2017-06-05|5.95|5.95
A3|44418922|44418921|866790382|2017-06-05|5.95|5.95
A3|44418922|44418921|866790641|2017-06-05|5.95|5.95
A3|44418922|44418921|866791718|2017-06-05|5.95|5.95
A3|44418922|44418921|866794145|2017-06-05|5.95|5.95
A3|44418922|44418921|866797779|2017-06-05|5.95|5.95
A3|44418922|44418921|866825014|2017-06-05|5.95|5.95
A3|44418922|44418921|866827644|2017-06-05|5.95|5.95
A3|44418922|44418921|866839343|2017-06-05|5.95|5.95
A3|44418922|44418921|866841247|2017-06-05|5.95|5.95
A3|44418922|44418921|866853867|2017-06-05|5.95|5.95
A3|44418922|44418921|866890895|2017-06-05|5.95|5.95
A3|44418922|44418921|866897828|2017-06-05|5.95|5.95
A3|44418922|44418921|866899463|2017-06-05|5.95|5.95
A3|44418922|44418921|866905146|2017-06-05|5.95|5.95
A3|44418922|44418921|866905259|2017-06-05|5.95|5.95
A3|44418922|44418921|866906133|2017-06-05|5.95|5.95
A3|44418922|44418921|866906733|2017-06-05|5.95|5.95
A3|44418922|44418921|866909854|2017-06-05|5.95|5.95
A3|44418922|44418921|866910779|2017-06-05|5.95|5.95
A3|44418922|44418921|866911458|2017-06-05|5.95|5.95
A3|44418922|44418921|866938529|2017-06-05|5.95|5.95
A3|44418922|44418921|866939544|2017-06-05|5.95|5.95
A3|44418922|44418921|866939610|2017-06-05|5.95|5.95
A3|44418922|44418921|866947688|2017-06-05|5.95|5.95
A3|44418922|44418921|867084544|2017-06-06|5.95|5.95
A3|44418922|44418921|867160519|2017-06-06|5.95|5.95
A3|44418922|44418921|867233064|2017-06-06|5.95|5.95
A3|44418922|44418921|867234690|2017-06-06|100|100
A3|44418922|44418921|867244187|2017-06-06|5.95|5.95
A3|44418922|44418921|867252515|2017-06-06|5.95|5.95
A3|44418922|44418921|867287802|2017-06-06|5.95|5.95
A3|44418922|44418921|867291215|2017-06-06|5.95|5.95
A3|44418922|44418921|867424334|2017-06-06|5.95|5.95
A3|44418922|44418921|867444491|2017-06-06|5.95|5.95
A3|44418922|44418921|867486878|2017-06-06|5.95|5.95
A3|44418922|44418921|867503071|2017-06-06|5.95|5.95
A3|44418922|44418921|867532346|2017-06-06|5.95|5.95
A3|44418922|44418921|867533009|2017-06-06|5.95|5.95
A3|44418922|44418921|867537828|2017-06-06|5.95|5.95
A3|44418922|44418921|867538615|2017-06-06|5.95|5.95
A3|44418922|44418921|867599583|2017-06-06|5.95|5.95
A3|44418922|44418921|867603005|2017-06-06|100|100
A3|44418922|44418921|867603298|2017-06-06|100|100
A3|44418922|44418921|867603417|2017-06-06|100|100
A3|44418922|44418921|867639827|2017-06-06|5.95|5.95
A3|44418922|44418921|867648695|2017-06-06|5.95|5.95
A3|44418922|44418921|867651659|2017-06-06|5.95|5.95
A3|44418922|44418921|867663834|2017-06-06|5.95|5.95
A3|44418922|44418921|867667893|2017-06-06|5.95|5.95
A3|44418922|44418921|867672158|2017-06-06|5.95|5.95
A3|44418922|44418921|867718588|2017-06-06|5.95|5.95
A3|44418922|44418921|867731239|2017-06-06|5.95|5.95
A3|44418922|44418921|867736032|2017-06-06|5.95|5.95
A3|44418922|44418921|867738518|2017-06-06|5.95|5.95
A3|44418922|44418921|867740250|2017-06-06|5.95|5.95
A3|44418922|44418921|867774657|2017-06-06|5.95|5.95
A3|44418922|44418921|867811712|2017-06-06|5.95|5.95
A3|44418922|44418921|867811963|2017-06-06|5.95|5.95
A3|44418922|44418921|867812152|2017-06-06|5.95|5.95
A3|44418922|44418921|867812378|2017-06-06|5.95|5.95
A3|44418922|44418921|867812640|2017-06-06|5.95|5.95
A3|44418922|44418921|867812666|2017-06-06|5.95|5.95
A3|44418922|44418921|867812942|2017-06-06|5.95|5.95
A3|44418922|44418921|867825493|2017-06-06|5.95|5.95
A3|44418922|44418921|867826628|2017-06-06|5.95|5.95
A3|44418922|44418921|867827422|2017-06-06|5.95|5.95
A3|44418922|44418921|867916779|2017-06-07|5.95|5.95
A3|44418922|44418921|867922227|2017-06-07|5.95|5.95
A3|44418922|44418921|868086897|2017-06-07|5.95|5.95
A3|44418922|44418921|868110547|2017-06-07|100|100
A3|44418922|44418921|868132677|2017-06-07|5.95|5.95
A3|44418922|44418921|868146663|2017-06-07|5.95|5.95
A3|44418922|44418921|868158195|2017-06-07|5.95|5.95
A3|44418922|44418921|868382594|2017-06-07|5.95|5.95
A3|44418922|44418921|868387520|2017-06-07|5.95|5.95
A3|44418922|44418921|868399805|2017-06-07|5.95|5.95
A3|44418922|44418921|868408486|2017-06-07|5.95|5.95
A3|44418922|44418921|868433588|2017-06-07|5.95|5.95
A3|44418922|44418921|868460260|2017-06-07|5.95|5.95
A3|44418922|44418921|868481040|2017-06-07|5.95|5.95
A3|44418922|44418921|868482981|2017-06-07|5.95|5.95
A3|44418922|44418921|868484492|2017-06-07|5.95|5.95
A3|44418922|44418921|868484881|2017-06-07|5.95|5.95
A3|44418922|44418921|868485151|2017-06-07|5.95|5.95
A3|44418922|44418921|868486069|2017-06-07|5.95|5.95
A3|44418922|44418921|868486931|2017-06-07|5.95|5.95
A3|44418922|44418921|868488910|2017-06-07|5.95|5.95
A3|44418922|44418921|868501072|2017-06-07|5.95|5.95
A3|44418922|44418921|868516689|2017-06-07|5.95|5.95
A3|44418922|44418921|868517067|2017-06-07|5.95|5.95
A3|44418922|44418921|868520174|2017-06-07|5.95|5.95
A3|44418922|44418921|868521060|2017-06-07|5.95|5.95
A3|44418922|44418921|868521731|2017-06-07|5.95|5.95
A3|44418922|44418921|868524318|2017-06-07|5.95|5.95
A3|44418922|44418921|868549680|2017-06-07|5.95|5.95
A3|44418922|44418921|868550379|2017-06-07|5.95|5.95
A3|44418922|44418921|868551260|2017-06-07|5.95|5.95
A3|44418922|44418921|868551963|2017-06-07|5.95|5.95
A3|44418922|44418921|868571092|2017-06-07|5.95|5.95
A3|44418922|44418921|868600753|2017-06-07|5.95|5.95
A3|44418922|44418921|868686644|2017-06-07|5.95|5.95
A3|44418922|44418921|868688135|2017-06-07|5.95|5.95
A3|44418922|44418921|868689165|2017-06-07|5.95|5.95
A3|44418922|44418921|868690986|2017-06-07|5.95|5.95
A3|44418922|44418921|868691446|2017-06-07|5.95|5.95
A3|44418922|44418921|868691514|2017-06-07|5.95|5.95
A3|44418922|44418921|868691739|2017-06-07|5.95|5.95
A3|44418922|44418921|868692179|2017-06-07|5.95|5.95
A3|44418922|44418921|868692408|2017-06-07|5.95|5.95
A3|44418922|44418921|868692722|2017-06-07|5.95|5.95
A3|44418922|44418921|868980130|2017-06-08|5.95|5.95
A3|44418922|44418921|869256536|2017-06-08|5.95|5.95
A3|44418922|44418921|869279755|2017-06-08|5.95|5.95
A3|44418922|44418921|869322689|2017-06-08|5.95|5.95
A3|44418922|44418921|869342404|2017-06-08|5.95|5.95
A3|44418922|44418921|869363494|2017-06-08|5.95|5.95
A3|44418922|44418921|869363665|2017-06-08|450|450
A3|44418922|44418921|869363680|2017-06-08|5.95|5.95
A3|44418922|44418921|869365788|2017-06-08|5.95|5.95
A3|44418922|44418921|869367706|2017-06-08|5.95|5.95
A3|44418922|44418921|869372431|2017-06-08|5.95|5.95
A3|44418922|44418921|869375287|2017-06-08|5.95|5.95
A3|44418922|44418921|869377701|2017-06-08|5.95|5.95
A3|44418922|44418921|869384138|2017-06-08|5.95|5.95
A3|44418922|44418921|869396823|2017-06-08|5.95|5.95
A3|44418922|44418921|869423976|2017-06-08|5.95|5.95
A3|44418922|44418921|869433283|2017-06-08|5.95|5.95
A3|44418922|44418921|869435602|2017-06-08|5.95|5.95
A3|44418922|44418921|869447797|2017-06-08|5.95|5.95
A3|44418922|44418921|869468365|2017-06-08|5.95|5.95
A3|44418922|44418921|869470238|2017-06-08|5.95|5.95
A3|44418922|44418921|869471636|2017-06-08|5.95|5.95
A3|44418922|44418921|869473447|2017-06-08|5.95|5.95
A3|44418922|44418921|869484592|2017-06-08|5.95|5.95
A3|44418922|44418921|869490911|2017-06-08|5.95|5.95
A3|44418922|44418921|869491703|2017-06-08|5.95|5.95
A3|44418922|44418921|869492470|2017-06-08|5.95|5.95
A3|44418922|44418921|869497904|2017-06-08|5.95|5.95
A3|44418922|44418921|869503629|2017-06-08|5.95|5.95
A3|44418922|44418921|869523154|2017-06-08|5.95|5.95
A3|44418922|44418921|869534418|2017-06-08|5.95|5.95
A3|44418922|44418921|869534452|2017-06-08|5.95|5.95
A3|44418922|44418921|869544894|2017-06-08|5.95|5.95
A3|44418922|44418921|869545635|2017-06-08|5.95|5.95
A3|44418922|44418921|869546406|2017-06-08|5.95|5.95
A3|44418922|44418921|869546668|2017-06-08|5.95|5.95
A3|44418922|44418921|869878180|2017-06-09|5.95|5.95
A3|44418922|44418921|869883407|2017-06-09|5.95|5.95
A3|44418922|44418921|869888552|2017-06-09|5.95|5.95
A3|44418922|44418921|870099722|2017-06-09|5.95|5.95
A3|44418922|44418921|870194643|2017-06-09|5.95|5.95
A3|44418922|44418921|870207673|2017-06-09|5.95|5.95
A3|44418922|44418921|870210381|2017-06-09|5.95|5.95
A3|44418922|44418921|870217612|2017-06-09|5.95|5.95
A3|44418922|44418921|870224388|2017-06-09|5.95|5.95
A3|44418922|44418921|870262190|2017-06-09|5.95|5.95
A3|44418922|44418921|870274753|2017-06-09|5.95|5.95
A3|44418922|44418921|870277300|2017-06-09|5.95|5.95
A3|44418922|44418921|870278257|2017-06-09|5.95|5.95
A3|44418922|44418921|870279406|2017-06-09|5.95|5.95
A3|44418922|44418921|870280507|2017-06-09|5.95|5.95
A3|44418922|44418921|870317273|2017-06-09|5.95|5.95
A3|44418922|44418921|870322953|2017-06-09|5.95|5.95
A3|44418922|44418921|870328065|2017-06-09|5.95|5.95
A3|44418922|44418921|870357927|2017-06-09|5.95|5.95
A3|44418922|44418921|870359471|2017-06-09|5.95|5.95
A3|44418922|44418921|870374562|2017-06-09|5.95|5.95
A3|44418922|44418921|870395976|2017-06-09|5.95|5.95
A3|44418922|44418921|870396150|2017-06-09|5.95|5.95
A3|44418922|44418921|870396221|2017-06-09|5.95|5.95
A3|44418922|44418921|870682848|2017-06-10|5.95|5.95
A3|44418922|44418921|870692272|2017-06-10|5.95|5.95
A3|44418922|44418921|871221678|2017-06-10|6.45|6.45
A3|44418922|44418921|871223334|2017-06-10|5.95|5.95
A3|44418922|44418921|871224026|2017-06-10|5.95|5.95
A3|44418922|44418921|871967239|2017-06-11|5.95|5.95
A3|44418922|44418921|872083296|2017-06-11|5.95|5.95
A3|44418922|44418921|872343839|2017-06-12|5.95|5.95
A3|44418922|44418921|872483415|2017-06-12|5.95|5.95
A3|44418922|44418921|872489682|2017-06-12|5.95|5.95
A3|44418922|44418921|872497892|2017-06-12|5.95|5.95
A3|44418922|44418921|872576713|2017-06-12|5.95|5.95
A3|44418922|44418921|872591342|2017-06-12|5.95|5.95
A3|44418922|44418921|872624004|2017-06-12|5.95|5.95
A2|44420830|44420829|832634177|2017-04-30|0|0
A2|44420830|44420829|860674041|2017-05-30|0|0
A3|44421613|44421612|868531637|2017-06-07|5.95|5.95
A2|44418972|44418971|832633989|2017-04-30|0|0
A2|44418972|44418971|860673894|2017-05-30|0|0
A2|42070176|42070174|809340084|2017-04-11|0|0
A2|42070176|42070174|841540171|2017-05-11|0|0
A2|42070176|42070174|871283074|2017-06-11|0|0
A2|43555215|43555214|814762683|2017-04-14|0|0
A2|43555215|43555214|845573893|2017-05-14|0|0
A3|42070177|42070176|871283079|2017-06-11|0|0
A2|42070265|42070264|809340096|2017-04-11|0|0
A2|42070265|42070264|841540189|2017-05-11|0|0
A2|42070265|42070264|871283085|2017-06-11|0|0
A3|42070266|42070265|871283088|2017-06-11|0|0
A2|44442252|44442251|833121477|2017-05-01|0|0
A2|44442252|44442251|862438967|2017-06-01|0|0
A2|42070506|42070505|809340118|2017-04-11|0|0
A2|42070506|42070505|841540229|2017-05-11|0|0
A2|42070506|42070505|871283102|2017-06-11|0|0
A3|42070507|42070506|871283106|2017-06-11|0|0
A2|41695174|41695173|823690651|2017-04-16|0|0
A2|41695174|41695173|847438383|2017-05-16|0|0
A2|41695137|41695135|823690581|2017-04-16|0|0
A2|41695137|41695135|847438364|2017-05-16|0|0
A2|44459799|44459797|833306373|2017-05-02|0|0
A2|44459799|44459797|863357356|2017-06-02|0|0
A2|42071386|42071385|809340210|2017-04-11|0|0
A2|42071386|42071385|841540385|2017-05-11|0|0
A2|42071386|42071385|871283181|2017-06-11|0|0
A2|41695198|41695197|823690689|2017-04-16|0|0
A2|41695198|41695197|847438395|2017-05-16|0|0
A3|42071387|42071386|871283182|2017-06-11|0|0
A3|42531152|42531150|867525102|2017-06-06|5.95|5.95
A3|42531152|42531150|867526278|2017-06-06|5.95|5.95
A3|42531152|42531150|867608981|2017-06-06|5.95|5.95
A3|42531152|42531150|867610184|2017-06-06|5.95|5.95
A3|42531152|42531150|868477849|2017-06-07|5.95|5.95
A3|42531152|42531150|868478306|2017-06-07|5.95|5.95
A3|42531152|42531150|868478931|2017-06-07|100|100
A3|42531152|42531150|868479092|2017-06-07|5.95|5.95
A3|42531152|42531150|868479767|2017-06-07|5.95|5.95
A3|42531152|42531150|868615816|2017-06-07|5.95|5.95
A3|42531152|42531150|868618347|2017-06-07|5.95|5.95
A3|42531152|42531150|868620240|2017-06-07|5.95|5.95
A3|42531152|42531150|869418514|2017-06-08|2.77|2.77
A3|42531152|42531150|869420745|2017-06-08|2.77|2.77
A3|42531152|42531150|870436390|2017-06-10|0|0
A2|44465726|44465725|833306620|2017-05-02|0|0
A2|44465726|44465725|863357651|2017-06-02|0|0
A2|42531636|42531634|809124638|2017-04-10|0|0
A2|42531636|42531634|839649859|2017-05-10|0|0
A2|42531636|42531634|870436428|2017-06-10|0|0
A2|44466205|44466203|833306669|2017-05-02|0|0
A2|44466205|44466203|863357706|2017-06-02|0|0
A3|42531637|42531636|870436431|2017-06-10|0|0
A2|43557738|43557737|814763138|2017-04-14|0|0
A2|43557738|43557737|845573956|2017-05-14|0|0
A2|44466481|44466480|833306694|2017-05-02|0|0
A2|44466481|44466480|863357735|2017-06-02|0|0
A3|42531686|42531685|870436484|2017-06-10|0|0
A2|42531685|42531684|809124688|2017-04-10|0|0
A2|42531685|42531684|839650060|2017-05-10|0|0
A2|42531685|42531684|870436483|2017-06-10|0|0
A2|41695527|41695525|823691191|2017-04-16|0|0
A2|41695527|41695525|847438519|2017-05-16|0|0
A2|43558366|43558364|814763410|2017-04-14|0|0
A2|43558366|43558364|845573992|2017-05-14|0|0
A2|43558563|43558562|814763439|2017-04-14|0|0
A2|43558563|43558562|845573995|2017-05-14|0|0
A2|41695743|41695742|823691437|2017-04-16|0|0
A2|41695743|41695742|847438577|2017-05-16|0|0
A2|43559001|43559000|814763537|2017-04-14|0|0
A2|43559001|43559000|845574008|2017-05-14|0|0
A2|43322147|43322146|832419583|2017-04-29|0|0
A2|43322147|43322146|859754887|2017-05-29|0|0
A2|43559231|43559230|814763582|2017-04-14|0|0
A2|43559231|43559230|845574013|2017-05-14|0|0
A2|42531794|42531792|809124774|2017-04-10|0|0
A2|42531794|42531792|839650396|2017-05-10|0|0
A2|42531794|42531792|870436557|2017-06-10|0|0
A3|42531795|42531794|870436559|2017-06-10|0|0
