Acct,junk
50996010,0
50996586,0
50996647,0
50997397,0
50997410,0
50997971,0
50998241,0
50998246,0
50999163,0
50999342,0
51000035,0
51000306,0
51000938,0
51001715,0
51002172,0
51002339,0
51005524,0
51010805,0
51014334,0
51014473,0
51023046,0
51027084,0
51029324,0
51038168,0
51040851,0
51041190,0
51041823,0
51042799,0
51047187,0
51048104,0
51060463,0
51064046,0
51064286,0
51064518,0
51064759,0
51064931,0
51065109,0
51065168,0
51065234,0
51065357,0
51065420,0
51065591,0
51066077,0
51066411,0
51066432,0
51066448,0
51066743,0
51067099,0
51067148,0
51067171,0
51067276,0
51067475,0
51067569,0
51068675,0
51068810,0
51068848,0
51068957,0
51069038,0
51069362,0
51069428,0
51069936,0
51070061,0
51070619,0
51070662,0
51070943,0
51071382,0
51071444,0
51071611,0
51071946,0
51072067,0
51075943,0
51079492,0
51080259,0
51080297,0
51082023,0
51082273,0
51083031,0
51083058,0
51083290,0
51083310,0
51083582,0
51083730,0
51083854,0
51083955,0
51083994,0
51084561,0
51084595,0
51084802,0
51084933,0
51084962,0
51085234,0
51085276,0
51085311,0
51085570,0
51085959,0
51086706,0
51087199,0
51087424,0
51087521,0
51087607,0
51087625,0
51088431,0
51088489,0
51088576,0
51088619,0
51088731,0
51089811,0
51095334,0
51099640,0
51100002,0
51100386,0
51100558,0
51100851,0
51101238,0
51101629,0
51101721,0
51102527,0
51102625,0
51102831,0
51103536,0
51103668,0
51103764,0
51103980,0
51106186,0
51106495,0
51106743,0
51116028,0
51118025,0
51119553,0
51119653,0
51119750,0
51119838,0
51120257,0
51120827,0
51121375,0
51121539,0
51121621,0
51121974,0
51122461,0
51122693,0
51123542,0
51123746,0
51123802,0
51125029,0
51125169,0
51125206,0
51125225,0
51125490,0
51126445,0
51127656,0
51128910,0
51130734,0
51132840,0
51137400,0
51138057,0
51138295,0
51139217,0
51139697,0
51139888,0
51140276,0
51141552,0
51142338,0
51142503,0
51142605,0
51142947,0
51144997,0
51147631,0
51153051,0
51155103,0
51156744,0
51157033,0
51160434,0
51163683,0
51178764,0
51179832,0
51181318,0
51183978,0
51186703,0
51189400,0
51191125,0
51202766,0
51204054,0
51204553,0
51205348,0
51205556,0
51205695,0
51205859,0
51206227,0
51206309,0
51206333,0
51207147,0
51207244,0
51208050,0
51208676,0
51209404,0
51209431,0
51209580,0
51210569,0
51211261,0
51211814,0
51212082,0
51212141,0
51213038,0
51216196,0
51222424,0
51222754,0
51223142,0
51223503,0
51223515,0
51223794,0
51223855,0
51223879,0
51223952,0
51224097,0
51224632,0
51224657,0
51224899,0
51225201,0
51226057,0
51227320,0
51230332,0
51230571,0
51231292,0
51236205,0
51240434,0
51240739,0
51241209,0
51241235,0
51241301,0
51242159,0
51243111,0
51243357,0
51244062,0
51244142,0
51245486,0
51245558,0
51245581,0
51245624,0
51245808,0
51246274,0
51246278,0
51246343,0
51246700,0
51246769,0
51247449,0
51249640,0
51256290,0
51259727,0
51259902,0
51260004,0
51260231,0
51260310,0
51260313,0
51260480,0
51260516,0
51260562,0
51260934,0
51261407,0
51261475,0
51261692,0
51261790,0
51261995,0
51262067,0
51262780,0
51262949,0
51262992,0
51263195,0
51263445,0
51264212,0
51265397,0
51265503,0
51266907,0
51268078,0
51277617,0
51278314,0
51278945,0
51279288,0
51280099,0
51281263,0
51283716,0
51284455,0
51286139,0
51287201,0
51294909,0
51299420,0
51300115,0
51300252,0
51301900,0
51302288,0
51303032,0
51303503,0
51305076,0
51305401,0
51311654,0
51312870,0
51313403,0
51318107,0
51330324,0
51333151,0
51338709,0
51340091,0
51343932,0
51344415,0
51344640,0
51344868,0
51344894,0
51344927,0
51344966,0
51345020,0
51345288,0
51345342,0
51345854,0
51345878,0
51346349,0
51346428,0
51346458,0
51346756,0
51346939,0
51347342,0
51347681,0
51348466,0
51348560,0
51350238,0
51350240,0
51350856,0
51350860,0
51351425,0
51351870,0
51353968,0
51356312,0
51360752,0
51361139,0
51363033,0
51363167,0
51364637,0
51365181,0
51365373,0
51365578,0
51365723,0
51365806,0
51365827,0
51366016,0
51366152,0
51366160,0
51366240,0
51366358,0
51366444,0
51367531,0
51367960,0
51368867,0
51369216,0
51369617,0
51370481,0
51371031,0
51371598,0
51372113,0
51372586,0
51372810,0
51372821,0
51372826,0
51374029,0
51374709,0
51377358,0
51378381,0
51379705,0
51382397,0
51384169,0
51384433,0
51384881,0
51385000,0
51386027,0
51386597,0
51386651,0
51386654,0
51386768,0
51386781,0
51387119,0
51387567,0
51387677,0
51388987,0
51389247,0
51389426,0
51389682,0
51391296,0
51391575,0
51391711,0
51392074,0
51392552,0
51396974,0
51401024,0
51401750,0
51402582,0
51402609,0
51402786,0
51402952,0
51402996,0
51403485,0
51404222,0
51404857,0
51404945,0
51405135,0
51405698,0
51406157,0
51406210,0
51406546,0
51406850,0
51407533,0
51407695,0
51407894,0
51408474,0
51409134,0
51410057,0
51410924,0
51415021,0
51419824,0
51420576,0
51421300,0
51421427,0
51421889,0
51421914,0
51421977,0
51423351,0
51424178,0
51424641,0
51424731,0
51424869,0
51425115,0
51425449,0
51425535,0
51425830,0
51426103,0
51426812,0
51427179,0
51428377,0
51429808,0
51429858,0
51434865,0
51442265,0
51442760,0
51443664,0
51446265,0
51447059,0
51460811,0
51463360,0
51465651,0
51468719,0
51470555,0
51474506,0
51490076,0
51490112,0
51491680,0
51492310,0
51492467,0
51492497,0
51492673,0
51492848,0
51493632,0
51493740,0
51494345,0
51495062,0
51495478,0
51495530,0
51495577,0
51495588,0
51496230,0
51496249,0
51497461,0
51497802,0
51498617,0
51499623,0
51499641,0
51501004,0
51508998,0
51509662,0
51510557,0
51510890,0
51510911,0
51511035,0
51511726,0
51511957,0
51512046,0
51512148,0
51512466,0
51512815,0
51513121,0
51513984,0
51514127,0
51514335,0
51514531,0
51515693,0
51517066,0
51517585,0
51517930,0
51518026,0
51519084,0
51520762,0
51523008,0
51527367,0
51527752,0
51527911,0
51528177,0
51528303,0
51528505,0
51528847,0
51528877,0
51529370,0
51529544,0
51530077,0
51530548,0
51531158,0
51531296,0
51531517,0
51532095,0
51532284,0
51533036,0
51533114,0
51533351,0
51533957,0
51534490,0
51538091,0
51541432,0
51542103,0
51542875,0
51543596,0
51545485,0
51545520,0
51545793,0
51545867,0
51546194,0
51546245,0
51546551,0
51546958,0
51547718,0
51547909,0
51549415,0
51549796,0
51549829,0
51550128,0
51550271,0
51551516,0
51552062,0
51552422,0
51553213,0
51553414,0
51553611,0
51554110,0
51554466,0
51556516,0
51557271,0
51563343,0
51565786,0
51566174,0
51566796,0
51567507,0
51567815,0
51568003,0
51568140,0
51568470,0
51568633,0
51569045,0
51570237,0
51570319,0
51571798,0
51572086,0
51577597,0
51589879,0
51608888,0
51622660,0
51625751,0
51629745,0
51630116,0
51630126,0
51630658,0
51630996,0
51631473,0
51631613,0
51631757,0
51631823,0
51632068,0
51633171,0
51633625,0
51633876,0
51633967,0
51634376,0
51634448,0
51634504,0
51635669,0
51635672,0
51636063,0
51636282,0
51636325,0
51637249,0
51637298,0
51638214,0
51640424,0
51646313,0
51648184,0
51649056,0
51649180,0
51649609,0
51650033,0
51650126,0
51650310,0
51650915,0
51651037,0
51651040,0
51651117,0
51651507,0
51652426,0
51652955,0
51653909,0
51654056,0
51654546,0
51655099,0
51655587,0
51656800,0
51663291,0
51663309,0
51666608,0
51666608,0
