name,uuid,aria_us_id,aria_uk_id,aria_can_id,aria_au_id
Fireball,6cfbd63370b05e9c007f9b386a3a2b6d,NULL,45913966,NULL,NULL
Fireball,3f70371e265771e0f633f4cbf4e72eb4,45222927,NULL,NULL,NULL
Fireball,c2d4e25cfe745f94331b8aba93acc9af,44771290,NULL,NULL,NULL
Fireball,262308e518243efec8d253177bf79244,NULL,44589594,NULL,NULL
Fireball,011394a90fbc4f011cd1b21b722a1244,44878751,NULL,NULL,NULL
Fireball,312975ef978fe17576eb758849fe15f5,44733523,NULL,NULL,NULL
Fireball,f7cc57e009d49566967565efb6017836,44849289,NULL,NULL,NULL
Fireball,af48e734494f2914161fcf7912790959,44098446,NULL,NULL,NULL
Fireball,50145e10953e9c2b5298f971d3a1c39f,NULL,45896216,NULL,NULL
Fireball,cff025ab5433b36474a2cf24c401a1dd,44769626,NULL,NULL,NULL
Fireball,429e3fb7d6c0216aa13372152c86d445,NULL,44586568,NULL,NULL
Fireball,978ec39912da5471a8da489d45916b8f,44142776,NULL,NULL,NULL
Fireball,a23bf1b6c941a7d85764e0c3e352a41d,44695569,NULL,NULL,NULL
Fireball,d06be745a643d44a873a1cf2d034ba58,44549764,NULL,NULL,NULL
Fireball,3624cf85f18ace37721a0ff9bfa9857c,44845681,NULL,NULL,NULL
Fireball,a17968cd5ffb61ddf8f9a372f7a02574,46058817,NULL,NULL,NULL
Fireball,e58016db38b8f28f995abef51a5ae028,45879737,NULL,NULL,NULL
Fireball,80e45d0c1de946c81399f14a5412b8d5,44767314,NULL,NULL,NULL
Fireball,472d170a289f5b3ea84f2e1aeb6f3462,NULL,44572087,NULL,NULL
Fireball,a84b890ce4b29d8db7468c472ea1d051,44469521,NULL,NULL,NULL
Fireball,e885917aa5c4c33bfcfad59f605a22a2,44838020,NULL,NULL,NULL
Fireball,70e2a16c4ee389f37d3edc4a0b86fefc,44083145,NULL,NULL,NULL
Fireball,cc0b7be182d1255a5d993207d40933e9,45553944,NULL,NULL,NULL
Fireball,19fef4af84b31403b5f5b1ca6e867539,44766730,NULL,NULL,NULL
Fireball,65120fc9aa78438115faa025c3673d7e,45736427,NULL,NULL,NULL
Fireball,b9361c971ecf08923f9750f31c1e408e,44629228,NULL,NULL,NULL
Fireball,18b7f4186c8d7a08b3138e631fadc8b7,44443252,NULL,NULL,NULL
Fireball,86b0401985f8cc56e61d25ee1e371762,45549987,NULL,NULL,NULL
Fireball,e1be42a9bf7e7ca68c64f13c2b4991e6,45583387,NULL,NULL,NULL
Fireball,def7ffdfbc9a57150a6baf8d540222a9,44719471,NULL,NULL,NULL
Fireball,c21df7ba469ac7b6cbc0a7d48e324ad6,45281335,NULL,NULL,NULL
Fireball,dabe5d9028a1a53a0b7bce2280bc080b,45321628,NULL,NULL,NULL
Fireball,b02dcab4441cd588d08e90de885d8f88,45695292,NULL,NULL,NULL
Fireball,3ca30294e74bc5e1e5cefc28cc7582d1,45733532,NULL,NULL,NULL
Fireball,3497ed06febf96e8118100a89caaee1d,44624886,NULL,NULL,NULL
Fireball,82582a5e59d2ad3343e900b5b430e5a0,44438717,NULL,NULL,NULL
Fireball,1cc381b64a90348689799295256bff96,44925996,NULL,NULL,NULL
Fireball,cf9f6be67043a728e7f1a3f90431acce,44751279,NULL,NULL,NULL
Fireball,1850cce2625cb49f4b8f8edea9f89d53,46402311,NULL,NULL,NULL
Fireball,efabd430ccdef74d9ff6d21495e3efa5,45530787,NULL,NULL,NULL
Fireball,733068b187c0b56057866d591108edc7,45578130,NULL,NULL,NULL
Fireball,c56f64eca9af7f60a63196940c1a0950,44716548,NULL,NULL,NULL
Fireball,d3cf814eae8570e02c9fd1e9a23e68a1,45272882,NULL,NULL,NULL
Fireball,d75ebcba901e58693fb2df7c4d68a0b0,45312541,NULL,NULL,NULL
Fireball,855d2ba23431cf516869c576bd4974f3,45692198,NULL,NULL,NULL
Fireball,aaa5b504d3424862c4d78c9fc0e9420b,45731122,NULL,NULL,NULL
Fireball,8fa178c28f04f4170a1dfe33c9080efb,NULL,NULL,NULL,46292413
Fireball,1d83a43d1a76f295e7b99b65d7ddd23d,45526995,NULL,NULL,NULL
Fireball,3ce066213ffed985104168c2a45171b5,45573090,NULL,NULL,NULL
Fireball,d1726f6f09558f4136735fa3590cd471,46145705,NULL,NULL,NULL
Fireball,de77c3c04b26727b11fd61967f4625bc,46023358,NULL,NULL,NULL
Fireball,c4c125e9880a34131a310ae1577b21d9,44715047,NULL,NULL,NULL
Fireball,4c1aef32570caa0ae22a28e195777101,45269801,NULL,NULL,NULL
Fireball,41aa7ac2e8544ea7c273fe4be0730e30,45310012,NULL,NULL,NULL
Fireball,d188e4e8c08805b2b4b6f433af0699e4,45690509,NULL,NULL,NULL
Fireball,9e06fe53f4e993b728255d3992bc91d0,NULL,44604408,NULL,NULL
Fireball,57992fcbd06e258a8d8a3d3817b8721a,44880043,NULL,NULL,NULL
Fireball,93e82650795a19d26f6f0594bb9e7ef3,44735235,NULL,NULL,NULL
Fireball,c0be2e5e6de045a9fd8273b4e3d9ac10,44287563,NULL,NULL,NULL
Fireball,c3d3dfb05ae8932965badccc91ac8a2a,44098904,NULL,NULL,NULL
Fireball,0dac9aa5b8d1f793f1af5d7c5c3bef42,46128851,NULL,NULL,NULL
Fireball,7e458f10ea22a3ecfa5a0ac3850a863f,NULL,45913131,NULL,NULL
Fireball,a5e81da05b308fcab4a644e7bbfc888e,45222902,NULL,NULL,NULL
