Acct,Acct_status,clientPID,PlanStatus,Active_date,Term_date
49501156,1,HZ_MultiCarrier_Addon,1,11/5/17,None
49501156,1,HZ_MultiCarrier_Addon_Trial,3,8/5/17,1/26/18
49502943,1,HZ_MultiCarrier_Addon,1,11/5/17,None
49502943,1,HZ_MultiCarrier_Addon_Trial,3,8/5/17,1/26/18
49503393,1,HZ_MultiCarrier_Addon,1,11/5/17,None
49503393,1,HZ_MultiCarrier_Addon_Trial,3,8/5/17,1/26/18
49504883,1,HZ_MultiCarrier_Addon,1,11/5/17,None
49504883,1,HZ_MultiCarrier_Addon_Trial,3,8/5/17,1/26/18
49507424,-1,HZ_MultiCarrier_Addon,1,11/5/17,None
49507424,-1,HZ_MultiCarrier_Addon_Trial,3,8/5/17,1/26/18
49507825,1,HZ_MultiCarrier_Addon,1,11/5/17,None
49507825,1,HZ_MultiCarrier_Addon_Trial,3,8/5/17,1/26/18
49517078,-2,HZ_MultiCarrier_Addon,2,11/6/17,None
49517078,-2,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49520413,1,HZ_MultiCarrier_Addon,1,11/6/17,None
49520413,1,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49521443,1,HZ_MultiCarrier_Addon,1,11/6/17,None
49521443,1,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49522228,1,HZ_MultiCarrier_Addon,1,11/6/17,None
49522228,1,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49524406,1,HZ_MultiCarrier_Addon,1,11/6/17,None
49524406,1,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49531920,1,HZ_MultiCarrier_Addon,1,11/6/17,None
49531920,1,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49532980,1,HZ_MultiCarrier_Addon,1,11/6/17,None
49532980,1,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49538494,-2,HZ_MultiCarrier_Addon,2,11/6/17,None
49538494,-2,HZ_MultiCarrier_Addon_Trial,3,8/6/17,1/26/18
49540633,-1,HZ_MultiCarrier_Addon,1,11/7/17,None
49540633,-1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49541409,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49541409,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49542253,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49542253,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49542517,1,HZ_MultiCarrier_Addon,1,8/16/17,None
49542543,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49542543,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49542596,-1,HZ_MultiCarrier_Addon,1,11/7/17,None
49542596,-1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49542856,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49542856,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49542869,1,HZ_MultiCarrier_Addon,1,9/8/17,None
49543327,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49543327,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49543394,-2,HZ_MultiCarrier_Addon,2,11/7/17,None
49543394,-2,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49543641,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49543641,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49543810,-2,HZ_MultiCarrier_Addon,2,11/7/17,None
49543810,-2,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49544041,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49544041,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49544194,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49544194,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49544346,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49544346,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49544462,1,HZ_MultiCarrier_Addon,1,8/10/17,None
49544493,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49544493,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49544606,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49544606,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49544687,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49544687,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49545454,1,HZ_MultiCarrier_Addon,2,11/7/17,None
49545454,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49545579,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49545579,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49545585,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49545585,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49545961,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49545961,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49546100,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49546100,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49546208,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49546208,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49546349,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49546349,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49546418,1,HZ_MultiCarrier_Addon,2,2/3/18,None
49546418,1,HZ_MultiCarrier_Addon_Trial,3,11/3/17,2/2/18
49546524,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49546524,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49546813,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49546813,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49547711,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49547711,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49547897,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49547897,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49548029,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49548029,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49548165,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49548165,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49548395,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49548395,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49548765,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49548765,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49548834,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49548834,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49548908,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49548908,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49549433,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49549433,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49549627,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49549627,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49550022,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49550022,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49550348,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49550348,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49550387,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49550387,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49551569,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49551569,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49552219,-2,HZ_MultiCarrier_Addon,2,11/7/17,None
49552219,-2,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49553080,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49553080,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49553648,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49553648,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49559055,1,HZ_MultiCarrier_Addon,1,11/7/17,None
49559055,1,HZ_MultiCarrier_Addon_Trial,3,8/7/17,1/26/18
49560982,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49560982,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49562471,-1,HZ_MultiCarrier_Addon,1,11/8/17,None
49562471,-1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49562645,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49562645,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49562769,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49562769,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49563014,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49563014,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49563307,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49563307,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49563546,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49563546,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49563652,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49563652,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49563660,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49563660,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564053,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564053,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564202,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49564202,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564443,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564443,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564500,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564500,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564584,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564584,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564672,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564672,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564682,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49564682,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564697,-2,HZ_MultiCarrier_Addon,1,11/8/17,None
49564697,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564751,-1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564751,-1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564897,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564897,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49564919,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49564919,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565114,-1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565114,-1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565153,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565153,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565178,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565178,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565379,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565379,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565390,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565390,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565401,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565401,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565829,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565829,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49565843,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49565843,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49566000,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49566000,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49566089,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49566089,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49566419,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49566419,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49566958,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49566958,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567154,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49567154,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567168,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49567168,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567194,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49567194,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567384,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49567384,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567387,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49567387,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567394,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49567394,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567464,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49567464,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49567722,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49567722,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49568883,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49568883,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49568975,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49568975,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49569282,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49569282,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49569433,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49569433,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49569606,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49569606,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49569929,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49569929,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49570272,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49570272,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49570329,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49570329,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49570416,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49570416,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49570680,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49570680,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49570752,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49570752,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49571285,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49571285,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49571594,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49571594,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49571694,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49571694,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49573679,-2,HZ_MultiCarrier_Addon,2,11/8/17,None
49573679,-2,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49575294,1,HZ_MultiCarrier_Addon,1,11/8/17,None
49575294,1,HZ_MultiCarrier_Addon_Trial,3,8/8/17,1/26/18
49579662,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49579662,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49580363,-1,HZ_MultiCarrier_Addon,1,11/9/17,None
49580363,-1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49580671,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49580671,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49581677,-2,HZ_MultiCarrier_Addon,2,11/9/17,None
49581677,-2,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49581700,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49581700,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49581808,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49581808,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582052,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49582052,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582083,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49582083,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582242,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49582242,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582309,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49582309,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582556,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49582556,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582682,-2,HZ_MultiCarrier_Addon,2,11/9/17,None
49582682,-2,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582779,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49582779,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49582911,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49582911,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49583347,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49583347,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49583403,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49583403,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49584014,-1,HZ_MultiCarrier_Addon,1,11/9/17,None
49584014,-1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49584090,1,HZ_MultiCarrier_Addon,1,11/9/17,None
49584090,1,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49584191,-2,HZ_MultiCarrier_Addon,2,11/9/17,None
49584191,-2,HZ_MultiCarrier_Addon_Trial,3,8/9/17,1/26/18
49584610,1,HZ_MultiCarrier_Addon,1,11/9/17,None
